timestamp,sensor_id,temperature,label
2025-10-07 15:38:47,2,90.23205930154685,1
2025-10-07 15:38:48,2,90.41881741116195,1
2025-10-07 15:38:49,2,89.90707955927596,1
2025-10-07 15:38:50,2,90.1382207783594,1
2025-10-07 15:38:51,2,89.89456849120488,1
2025-10-07 15:38:52,2,89.74903598944137,1
2025-10-07 15:38:53,2,90.21808357724717,1
2025-10-07 15:38:54,2,90.03089806904924,1
2025-10-07 15:38:55,2,89.89403753943873,1
2025-10-07 15:38:56,2,89.77359509386591,1
2025-10-07 15:38:57,2,90.79443868425732,1
2025-10-07 15:38:58,2,90.01520597879379,1
2025-10-07 15:38:59,2,89.85042307408409,1
2025-10-07 15:39:00,2,89.88653130570215,1
2025-10-07 15:39:01,2,89.52431073841379,1
2025-10-07 15:39:02,2,89.8894754599584,1
2025-10-07 15:39:03,2,89.69055585707491,1
2025-10-07 15:39:04,2,90.51574208249241,1
2025-10-07 15:39:05,2,89.71687305329334,1
2025-10-07 15:39:06,2,90.1595862501986,1
2025-10-07 15:39:07,2,90.67144368026956,1
2025-10-07 15:39:08,2,90.04644729103148,1
2025-10-07 15:39:09,2,89.81164257292004,1
2025-10-07 15:39:10,2,90.67026373063581,1
2025-10-07 15:39:11,2,90.36242358383765,1
2025-10-07 15:39:12,2,90.08857371441695,1
2025-10-07 15:39:13,2,89.96765661533493,1
2025-10-07 15:39:14,2,89.45992067526758,1
2025-10-07 15:39:15,2,90.08408841463353,1
2025-10-07 15:39:16,2,90.01145781811236,1
2025-10-07 15:39:17,2,90.34010461366853,1
2025-10-07 15:39:18,2,89.43969322226245,1
2025-10-07 15:39:19,2,90.16534792000107,1
2025-10-07 15:39:20,2,90.23525063798934,1
2025-10-07 15:39:21,2,89.84432255968746,1
2025-10-07 15:39:22,2,89.26254961106208,1
2025-10-07 15:39:23,2,90.17349744743125,1
2025-10-07 15:39:24,2,90.27253486729826,1
2025-10-07 15:39:25,2,90.29912641468617,1
2025-10-07 15:39:26,2,89.94959942495944,1
2025-10-07 15:39:27,2,89.98061725572752,1
2025-10-07 15:39:28,2,89.73053388613195,1
2025-10-07 15:39:29,2,89.66782187989863,1
2025-10-07 15:39:30,2,89.90294833331724,1
2025-10-07 15:39:31,2,90.14687783775076,1
2025-10-07 15:39:32,2,89.80652838336599,1
2025-10-07 15:39:33,2,89.84879206033202,1
2025-10-07 15:39:34,2,90.45876228079855,1
2025-10-07 15:39:35,2,89.90964205094114,1
2025-10-07 15:39:36,2,89.6798795000125,1
2025-10-07 15:39:37,2,89.99879624774854,1
2025-10-07 15:39:38,2,90.10911513591464,1
2025-10-07 15:39:39,2,89.58590800850286,1
2025-10-07 15:39:40,2,90.34231387534655,1
2025-10-07 15:39:41,2,90.60044426034408,1
2025-10-07 15:39:42,2,90.13807235084198,1
2025-10-07 15:39:43,2,89.86201208241498,1
2025-10-07 15:39:44,2,89.77803646983467,1
2025-10-07 15:39:45,2,90.04607272648222,1
2025-10-07 15:39:46,2,90.09359771181747,1
2025-10-07 15:39:47,2,90.72037496346096,1
2025-10-07 15:39:48,2,90.30786531596274,1
2025-10-07 15:39:49,2,89.85294160352193,1
2025-10-07 15:39:50,2,90.28181529618105,1
2025-10-07 15:39:51,2,89.65961911806457,1
2025-10-07 15:39:52,2,89.29227062989669,1
2025-10-07 15:39:53,2,90.03561236840861,1
2025-10-07 15:39:54,2,90.61762414600885,1
2025-10-07 15:39:55,2,89.91351259838844,1
2025-10-07 15:39:56,2,89.8281754559512,1
2025-10-07 15:39:57,2,89.9690270993016,1
